id,section,question,answer,readability_new,relevancy_q_new,relevancy_a_new
528,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",what did the youngest take care to carry ?,her mother's blessing .,4,5,5
529,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",what did the youngest do when the poor woman on the road asked for food ?,she shared her dinner .,5,5,5
530,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",how did the youngest amuse herself ?,with some apples and nuts the mistress had given her .,5,5,5
531,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",why did the youngest pity the man under the table ?,he was so handsome .,4,5,5
532,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",what did val give to the dead man?,apples and nuts.,4,1,1
533,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",what was left on the side of val's sister?,a grey flag.,4,1,2
534,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",how long did it take for val to get her fortune?,about a week.,4,2,1
535,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",what did the youngest daughter do with the poor woman on her road?,she shared her dinner.,4,4,5
536,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",what did the man under the table look like?,a corpse.,3,3,2
537,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome .",what happened because the youngest daughter agreed to mind over her mother's corpse?,she got lodging in the same place as the others.,5,1,1
538,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome.but at last he got up, and, says he, ""all alone, fair maid?"" and shewasn't long about an answer:  all alone i am not,  i've little dog douse, and pussy, my cat;  i've apples to roast and nuts to crack,  and all alone i am not.""ho, ho!"" says he, ""you're a girl of courage, though you wouldn't haveenough to follow me. i am now going to cross the quaking bog, and gothrough the burning forest. i must then enter the cave of terror andclimb the hill of glass, and drop from the top of it into the dead sea.""""i'll follow you,"" says she, ""for i engaged to mind you."" he thought toprevent her, but she was stiff as he was stout .",why was the youngest not alone ?,"she sat up by the fire, with the dog and cat .",5,5,5
539,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome.but at last he got up, and, says he, ""all alone, fair maid?"" and shewasn't long about an answer:  all alone i am not,  i've little dog douse, and pussy, my cat;  i've apples to roast and nuts to crack,  and all alone i am not.""ho, ho!"" says he, ""you're a girl of courage, though you wouldn't haveenough to follow me. i am now going to cross the quaking bog, and gothrough the burning forest. i must then enter the cave of terror andclimb the hill of glass, and drop from the top of it into the dead sea.""""i'll follow you,"" says she, ""for i engaged to mind you."" he thought toprevent her, but she was stiff as he was stout .",what did val say when he woke up?,"all alone, fair maid.",5,2,2
540,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome.but at last he got up, and, says he, ""all alone, fair maid?"" and shewasn't long about an answer:  all alone i am not,  i've little dog douse, and pussy, my cat;  i've apples to roast and nuts to crack,  and all alone i am not.""ho, ho!"" says he, ""you're a girl of courage, though you wouldn't haveenough to follow me. i am now going to cross the quaking bog, and gothrough the burning forest. i must then enter the cave of terror andclimb the hill of glass, and drop from the top of it into the dead sea.""""i'll follow you,"" says she, ""for i engaged to mind you."" he thought toprevent her, but she was stiff as he was stout .",what did val say he's all alone with?,apples.,3,1,1
541,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome.but at last he got up, and, says he, ""all alone, fair maid?"" and shewasn't long about an answer:  all alone i am not,  i've little dog douse, and pussy, my cat;  i've apples to roast and nuts to crack,  and all alone i am not.""ho, ho!"" says he, ""you're a girl of courage, though you wouldn't haveenough to follow me. i am now going to cross the quaking bog, and gothrough the burning forest. i must then enter the cave of terror andclimb the hill of glass, and drop from the top of it into the dead sea.""""i'll follow you,"" says she, ""for i engaged to mind you."" he thought toprevent her, but she was stiff as he was stout .",who said i am all alone in the forest?,fair maid.,3,1,1
542,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome.but at last he got up, and, says he, ""all alone, fair maid?"" and shewasn't long about an answer:  all alone i am not,  i've little dog douse, and pussy, my cat;  i've apples to roast and nuts to crack,  and all alone i am not.""ho, ho!"" says he, ""you're a girl of courage, though you wouldn't haveenough to follow me. i am now going to cross the quaking bog, and gothrough the burning forest. i must then enter the cave of terror andclimb the hill of glass, and drop from the top of it into the dead sea.""""i'll follow you,"" says she, ""for i engaged to mind you."" he thought toprevent her, but she was stiff as he was stout .",who was the maid's cat?,pussy.,3,5,5
543,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome.but at last he got up, and, says he, ""all alone, fair maid?"" and shewasn't long about an answer:  all alone i am not,  i've little dog douse, and pussy, my cat;  i've apples to roast and nuts to crack,  and all alone i am not.""ho, ho!"" says he, ""you're a girl of courage, though you wouldn't haveenough to follow me. i am now going to cross the quaking bog, and gothrough the burning forest. i must then enter the cave of terror andclimb the hill of glass, and drop from the top of it into the dead sea.""""i'll follow you,"" says she, ""for i engaged to mind you."" he thought toprevent her, but she was stiff as he was stout .",who did the poor man have with him?,little dog douse.,4,1,1
544,"about a week after, the second daughter went to seek her fortune, andshe didn't care for her mother's blessing no more nor her sister, andthe very same thing happened to her. she was left a grey flag by theside of the other.at last the youngest went off in search of the other two, and she tookcare to carry her mother's blessing with her. she shared her dinner withthe poor woman on the road, and she told her that she would watch overher.well, she got lodging in the same place as the others, and agreed tomind the corpse. she sat up by the fire, with the dog and cat, andamused herself with some apples and nuts the mistress had given her. shethought it a pity that the man under the table was a corpse, he was sohandsome.but at last he got up, and, says he, ""all alone, fair maid?"" and shewasn't long about an answer:  all alone i am not,  i've little dog douse, and pussy, my cat;  i've apples to roast and nuts to crack,  and all alone i am not.""ho, ho!"" says he, ""you're a girl of courage, though you wouldn't haveenough to follow me. i am now going to cross the quaking bog, and gothrough the burning forest. i must then enter the cave of terror andclimb the hill of glass, and drop from the top of it into the dead sea.""""i'll follow you,"" says she, ""for i engaged to mind you."" he thought toprevent her, but she was stiff as he was stout .",where did the maiden have to go?,the cave.,4,3,2
545,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",where did the dead man and the youngest go after they sprang through the window ?,green hills .,4,5,5
546,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",what happened after the dead man and the girl spoke to the green hills ?,"they opened, and the man and woman passed through, and there they were on the edge of a bog .",5,5,5
547,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",who passed through the green hills ?,a man and a woman .,4,4,4
548,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",who appeared to the youngest ?,the old beggar .,4,5,5
549,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",how did the dead man get across ?,he trod lightly over the shaky bits of moss and sod .,5,5,5
550,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",where was the burning wood ?,at the edge of the bog .,4,5,5
551,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",what happened after the old beggar touch the youngest's toes with a stick ?,the soles spread a foot on each side .,5,5,5
552,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",what did val say open the window and let the light of the green hills through?,green hills.,2,1,1
553,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",what was at the edge of the bog?,burningwood.,4,5,5
554,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",who appeared to val while she was thinking of how she'd get across?,the old beggar.,4,3,5
555,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",what happened after the girl got over to where there was a burning wood?,"the good fairy flung a damp , thick cloak over her.",4,5,5
556,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",where did the girl and old beggar go to after they got into a room?,marsh.,4,1,1
557,"out he sprang through the window, and she followed him, till they cameto the ""green hills,"" and then says he:  ""open, open, green hills and let the light of the green hills through.""  ""aye,"" says the girl, ""and let the fair maid too.""they opened, and the man and woman passed through, and there they wereon the edge of a bog.he trod lightly over the shaky bits of moss and sod; and while she wasthinking of how she'd get across, the old beggar appeared to her, butmuch nicer dressed, touched her shoes with a stick, and the soles spreada foot on each side. so she easily got over the shaky marsh. the burningwood was at the edge of the bog, and there the good fairy flung a damp,thick cloak over her, and through the flames she went, and a hair of herhead was not singed .",who appeared to the girl?,the old beggar.,4,4,5
558,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",who wandered away from his home and went to emmet village ?,a scholar .,4,5,5
559,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",what did the knights catch ?,a tremendous quantity of birds and game .,5,5,5
560,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",who were quite tiny ?,the knights .,4,5,5
561,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",where did the scholar go when he wandered away from home?,emmet village.,4,5,5
562,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",what was the profession of val when he wandered away from home?,scholar.,4,3,4
563,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",who came galloping into val's room?,several hundred knights.,4,5,5
564,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",where did the scholar wander away from his home?,emmet village.,4,5,5
565,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",who wandered away from his home and went to emmet village?,a scholar.,4,5,5
566,"once upon a time there was a scholar, who wandered away from his homeand went to emmet village. there stood a house which was said to behaunted. yet it was beautifully situated and surrounded by a lovelygarden. so the scholar hired it. one evening he was sitting over hisbooks, when several hundred knights suddenly came galloping into theroom. they were quite tiny, and their horses were about the size offlies. they had hunting falcons and dogs about as large as gnats andfleas.they came to his bed in the corner of the room, and there they held agreat hunt, with bows and arrows: one could see it all quite plainly.they caught a tremendous quantity of birds and game, and all this gamewas no larger than little grains of rice .",what did the knights use to hunt game?,hunting falcons.,4,3,3
567,"when the hunt was over, in came a long procession with banners andstandards. they wore swords at their side and bore spears in theirhands, and came to a halt in the north-west corner of the room. theywere followed by several hundred serving-men. these brought with themcurtains and covers, tents and tent-poles, pots and kettles, cups andplates, tables and chairs. and after them some hundreds of otherservants carried in all sorts of fine dishes, the best that land andwater had to offer. and several hundred more ran to and fro withoutstopping, in order to guard the roads and carry messages .",why did the knights run without stopping ?,the knights needed to guard the roads and carry messages .,5,5,5
568,"when the hunt was over, in came a long procession with banners andstandards. they wore swords at their side and bore spears in theirhands, and came to a halt in the north-west corner of the room. theywere followed by several hundred serving-men. these brought with themcurtains and covers, tents and tent-poles, pots and kettles, cups andplates, tables and chairs. and after them some hundreds of otherservants carried in all sorts of fine dishes, the best that land andwater had to offer. and several hundred more ran to and fro withoutstopping, in order to guard the roads and carry messages .",how many serving men were in the procession?,several hundred.,4,5,5
569,"when the hunt was over, in came a long procession with banners andstandards. they wore swords at their side and bore spears in theirhands, and came to a halt in the north-west corner of the room. theywere followed by several hundred serving-men. these brought with themcurtains and covers, tents and tent-poles, pots and kettles, cups andplates, tables and chairs. and after them some hundreds of otherservants carried in all sorts of fine dishes, the best that land andwater had to offer. and several hundred more ran to and fro withoutstopping, in order to guard the roads and carry messages .",what weapon did the val have at their side?,swords.,4,3,5
570,"when the hunt was over, in came a long procession with banners andstandards. they wore swords at their side and bore spears in theirhands, and came to a halt in the north-west corner of the room. theywere followed by several hundred serving-men. these brought with themcurtains and covers, tents and tent-poles, pots and kettles, cups andplates, tables and chairs. and after them some hundreds of otherservants carried in all sorts of fine dishes, the best that land andwater had to offer. and several hundred more ran to and fro withoutstopping, in order to guard the roads and carry messages .",what weapon did the val carry in their hands?,spears.,4,3,5
571,"when the hunt was over, in came a long procession with banners andstandards. they wore swords at their side and bore spears in theirhands, and came to a halt in the north-west corner of the room. theywere followed by several hundred serving-men. these brought with themcurtains and covers, tents and tent-poles, pots and kettles, cups andplates, tables and chairs. and after them some hundreds of otherservants carried in all sorts of fine dishes, the best that land andwater had to offer. and several hundred more ran to and fro withoutstopping, in order to guard the roads and carry messages .",what did the soldiers wear?,their side and bore spears.,2,4,2
572,"when the hunt was over, in came a long procession with banners andstandards. they wore swords at their side and bore spears in theirhands, and came to a halt in the north-west corner of the room. theywere followed by several hundred serving-men. these brought with themcurtains and covers, tents and tent-poles, pots and kettles, cups andplates, tables and chairs. and after them some hundreds of otherservants carried in all sorts of fine dishes, the best that land andwater had to offer. and several hundred more ran to and fro withoutstopping, in order to guard the roads and carry messages .",what did the soldiers wear?,they wore swords at their side.,5,5,4
573,"when the hunt was over, in came a long procession with banners andstandards. they wore swords at their side and bore spears in theirhands, and came to a halt in the north-west corner of the room. theywere followed by several hundred serving-men. these brought with themcurtains and covers, tents and tent-poles, pots and kettles, cups andplates, tables and chairs. and after them some hundreds of otherservants carried in all sorts of fine dishes, the best that land andwater had to offer. and several hundred more ran to and fro withoutstopping, in order to guard the roads and carry messages .",where did the procession stop?,the north-west corner.,4,5,5
